NM_001143816.2	BDNF
NM_170735.6	BDNF
NM_001098517.2	CADM1
XM_005271494.4	CADM1
NM_001301045.2	CADM1
NM_014333.4	CADM1
NM_001301044.2	CADM1
NM_001301043.2	CADM1
XM_047426695.1	CADM1
XM_017017457.3	CADM1
XM_047426691.1	CADM1
XM_047426690.1	CADM1
XM_047426693.1	CADM1
XM_047426692.1	CADM1
XM_047426694.1	CADM1
XM_054368269.1	CADM1
XM_054368264.1	CADM1
XM_054368266.1	CADM1
XM_054368265.1	CADM1
XM_054368268.1	CADM1
XM_054368267.1	CADM1
XM_054368270.1	CADM1
NM_001375961.1	CADM2
NM_001375960.1	CADM2
NM_001167675.2	CADM2
NM_001375964.1	CADM2
NM_001375968.1	CADM2
NM_001375967.1	CADM2
NM_001167674.2	CADM2
NM_001381963.1	CADM2
XM_017006062.3	CADM2
NM_001381964.1	CADM2
XM_047447872.1	CADM2
NM_001256504.2	CADM2
NM_001256502.2	CADM2
NM_001256505.2	CADM2
NM_001256503.2	CADM2
NM_153184.4	CADM2
XM_017006063.3	CADM2
XM_054345952.1	CADM2
XM_054345954.1	CADM2
XM_054345953.1	CADM2
NM_001742.4	CALCR
NM_001164737.3	CALCR
NM_001164738.2	CALCR
NM_001370546.1	CNR1
NM_001424094.1	CNR1
NM_001370547.1	CNR1
NM_001424096.1	CNR1
NM_001424097.1	CNR1
NM_001424095.1	CNR1
NM_001370545.1	CNR1
NM_016083.6	CNR1
NM_001160226.3	CNR1
NM_001365870.2	CNR1
NM_001365869.2	CNR1
NM_001160258.3	CNR1
NM_001424098.1	CNR1
XM_047418171.1	CNR1
NM_001365872.2	CNR1
XM_047418173.1	CNR1
NM_001160259.3	CNR1
NM_001365874.3	CNR1
XM_047418172.1	CNR1
NM_033181.4	CNR1
XM_054354204.1	CNR1
XM_054354206.1	CNR1
XM_054354205.1	CNR1
XM_005265821.4	CREBRF
NM_153607.3	CREBRF
XM_011534442.2	CREBRF
NM_001168394.2	CREBRF
NM_001168393.2	CREBRF
XM_047416801.1	CREBRF
XM_047416802.1	CREBRF
XM_006714822.5	CREBRF
XM_054351768.1	CREBRF
XM_054351767.1	CREBRF
XM_054351764.1	CREBRF
XM_054351766.1	CREBRF
XM_054351765.1	CREBRF
NR_169285.1	DPP9
NR_169289.1	DPP9
NR_169290.1	DPP9
NR_169284.1	DPP9
NR_169291.1	DPP9
NR_169283.1	DPP9
NR_158699.2	DPP9
NR_169287.1	DPP9
NR_169286.1	DPP9
NR_169292.1	DPP9
NR_169288.1	DPP9
NM_001384615.1	DPP9
NM_001384619.1	DPP9
NM_001384631.1	DPP9
NM_001384620.1	DPP9
NM_001384618.1	DPP9
NM_001384630.1	DPP9
NM_001384617.1	DPP9
NM_001384622.1	DPP9
NM_139159.5	DPP9
NM_001384629.1	DPP9
NM_001384625.1	DPP9
NM_001384623.1	DPP9
XM_011528405.2	DPP9
NM_001384626.1	DPP9
NM_001384624.1	DPP9
NM_001384621.1	DPP9
NM_001384612.1	DPP9
NM_001384627.1	DPP9
NM_001384613.1	DPP9
NM_001384628.1	DPP9
XM_047439653.1	DPP9
NM_001384614.1	DPP9
NM_001384611.1	DPP9
XM_047439652.1	DPP9
NM_001384635.1	DPP9
NM_001384638.1	DPP9
NM_001384637.1	DPP9
NM_001384634.1	DPP9
NM_001365987.2	DPP9
NM_001384633.1	DPP9
NM_001384632.1	DPP9
NM_001384636.1	DPP9
NM_001384616.1	DPP9
XM_047439654.1	DPP9
XM_054322557.1	DPP9
XM_054322558.1	DPP9
XM_054322559.1	DPP9
NR_156761.1	FTO
XR_007064911.1	FTO
NM_001363905.1	FTO
NM_001363891.1	FTO
NM_001363898.1	FTO
NM_001363899.1	FTO
NM_001363894.1	FTO
NM_001363988.1	FTO
NM_001363896.1	FTO
NM_001363903.1	FTO
NM_001363900.1	FTO
NM_001363901.1	FTO
NM_001363897.1	FTO
XM_047434606.1	FTO
XM_047434607.1	FTO
XM_011523314.4	FTO
XM_011523316.4	FTO
XM_017023656.3	FTO
XM_024450437.2	FTO
XM_017023654.3	FTO
XM_011523315.4	FTO
XM_047434608.1	FTO
XM_017023657.3	FTO
XM_047434609.1	FTO
NM_001080432.3	FTO
XR_008484736.1	FTO
XM_054313884.1	FTO
XM_054313885.1	FTO
XM_054313886.1	FTO
XM_054313889.1	FTO
XM_054313890.1	FTO
XM_054313893.1	FTO
XM_054313883.1	FTO
XM_054313887.1	FTO
XM_054313888.1	FTO
XM_054313891.1	FTO
XM_054313892.1	FTO
XM_047438600.1	GIPR
XM_047438599.1	GIPR
XM_011526710.3	GIPR
XM_011526709.3	GIPR
NM_000164.4	GIPR
XM_011526713.3	GIPR
NM_001308418.2	GIPR
XM_047438601.1	GIPR
XM_011526716.3	GIPR
XM_047438602.1	GIPR
XM_047438603.1	GIPR
XM_011526715.3	GIPR
XM_054320524.1	GIPR
XM_054320523.1	GIPR
XM_054320521.1	GIPR
XM_054320520.1	GIPR
XM_054320525.1	GIPR
XM_054320526.1	GIPR
XM_054320528.1	GIPR
XM_054320529.1	GIPR
XM_054320530.1	GIPR
XM_054320522.1	GIPR
XM_054320527.1	GIPR
NM_194251.3	GPR151
NM_006794.4	GPR75
NM_001244189.2	KIAA0586
NM_001244190.2	KIAA0586
NM_001244192.2	KIAA0586
NM_001244191.2	KIAA0586
XM_047432009.1	KIAA0586
XM_024449779.2	KIAA0586
XM_024449781.2	KIAA0586
XM_047432000.1	KIAA0586
XM_047432003.1	KIAA0586
XM_047432006.1	KIAA0586
XM_024449780.2	KIAA0586
XM_024449791.2	KIAA0586
NM_001329944.2	KIAA0586
NM_001329943.3	KIAA0586
NM_001329946.2	KIAA0586
XM_047432001.1	KIAA0586
NM_001329947.2	KIAA0586
XM_047432012.1	KIAA0586
NM_014749.5	KIAA0586
XM_047432002.1	KIAA0586
NM_001364701.2	KIAA0586
NM_001329945.2	KIAA0586
XM_047432004.1	KIAA0586
XM_047432010.1	KIAA0586
XM_047432007.1	KIAA0586
XM_047432013.1	KIAA0586
XM_047432008.1	KIAA0586
XM_047432014.1	KIAA0586
XM_047432005.1	KIAA0586
XM_047432011.1	KIAA0586
XM_047432015.1	KIAA0586
NM_001364700.1	KIAA0586
XM_024449787.2	KIAA0586
NM_001244193.2	KIAA0586
XM_054377121.1	KIAA0586
XM_054377128.1	KIAA0586
XM_054377116.1	KIAA0586
XM_054377118.1	KIAA0586
XM_054377119.1	KIAA0586
XM_054377122.1	KIAA0586
XM_054377125.1	KIAA0586
XM_054377117.1	KIAA0586
XM_054377136.1	KIAA0586
XM_054377120.1	KIAA0586
XM_054377131.1	KIAA0586
XM_054377123.1	KIAA0586
XM_054377129.1	KIAA0586
XM_054377126.1	KIAA0586
XM_054377132.1	KIAA0586
XM_054377127.1	KIAA0586
XM_054377133.1	KIAA0586
XM_054377124.1	KIAA0586
XM_054377130.1	KIAA0586
XM_054377135.1	KIAA0586
XM_054377134.1	KIAA0586
XR_938783.2	KIAA1109
XM_047416253.1	KIAA1109
XM_047416259.1	KIAA1109
XM_047416258.1	KIAA1109
XM_047416255.1	KIAA1109
XM_047416252.1	KIAA1109
XM_047416268.1	KIAA1109
XM_047416256.1	KIAA1109
XM_047416262.1	KIAA1109
XM_047416251.1	KIAA1109
XM_047416257.1	KIAA1109
XM_047416263.1	KIAA1109
XM_047416254.1	KIAA1109
XM_011532320.4	KIAA1109
XM_047416260.1	KIAA1109
NM_001384125.1	KIAA1109
XM_011532325.2	KIAA1109
XM_011532324.2	KIAA1109
XM_047416265.1	KIAA1109
XM_005263282.2	KIAA1109
XM_017008695.2	KIAA1109
XM_005263287.2	KIAA1109
XM_017008697.2	KIAA1109
XM_011532323.2	KIAA1109
XM_047416266.1	KIAA1109
XM_047416267.1	KIAA1109
XM_047416271.1	KIAA1109
XM_011532326.2	KIAA1109
XM_011532322.2	KIAA1109
XM_006714344.2	KIAA1109
XM_047416269.1	KIAA1109
XM_047416261.1	KIAA1109
XM_047416270.1	KIAA1109
XM_047416273.1	KIAA1109
XM_047416275.1	KIAA1109
XM_047416276.1	KIAA1109
XM_047416277.1	KIAA1109
XM_017008699.2	KIAA1109
NM_015312.4	KIAA1109
XM_047416264.1	KIAA1109
XM_047416272.1	KIAA1109
XM_011532330.2	KIAA1109
XM_024454243.1	KIAA1109
XM_017008698.2	KIAA1109
XR_008487046.1	KIAA1109
XM_054350987.1	KIAA1109
XM_054350999.1	KIAA1109
XM_054350993.1	KIAA1109
XM_054350992.1	KIAA1109
XM_054350986.1	KIAA1109
XM_054351010.1	KIAA1109
XM_054350990.1	KIAA1109
XM_054351001.1	KIAA1109
XM_054350985.1	KIAA1109
XM_054350991.1	KIAA1109
XM_054351002.1	KIAA1109
XM_054350988.1	KIAA1109
XM_054350984.1	KIAA1109
XM_054350998.1	KIAA1109
XM_054350996.1	KIAA1109
XM_054350995.1	KIAA1109
XM_054351004.1	KIAA1109
XM_054351005.1	KIAA1109
XM_054351008.1	KIAA1109
XM_054351007.1	KIAA1109
XM_054351012.1	KIAA1109
XM_054350994.1	KIAA1109
XM_054351006.1	KIAA1109
XM_054351009.1	KIAA1109
XM_054351014.1	KIAA1109
XM_054350997.1	KIAA1109
XM_054350989.1	KIAA1109
XM_054351024.1	KIAA1109
XM_054351011.1	KIAA1109
XM_054351000.1	KIAA1109
XM_054351013.1	KIAA1109
XM_054351016.1	KIAA1109
XM_054351020.1	KIAA1109
XM_054351021.1	KIAA1109
XM_054351022.1	KIAA1109
XM_054351023.1	KIAA1109
XM_054351003.1	KIAA1109
XM_054351015.1	KIAA1109
XM_054351017.1	KIAA1109
XM_054351018.1	KIAA1109
XM_054351019.1	KIAA1109
XM_011538224.4	KSR2
NM_173598.6	KSR2
XM_011538225.4	KSR2
XM_017019210.3	KSR2
XM_017019208.3	KSR2
XM_011538226.4	KSR2
XM_011538229.4	KSR2
XM_017019209.3	KSR2
XM_054371839.1	KSR2
XM_054371841.1	KSR2
XM_054371845.1	KSR2
XM_054371840.1	KSR2
XM_054371842.1	KSR2
XM_054371844.1	KSR2
XM_054371843.1	KSR2
NM_000230.3	LEP
XM_005250340.6	LEP
XM_054358206.1	LEP
NM_001003679.3	LEPR
NM_001003680.3	LEPR
NM_002303.6	LEPR
NM_001198689.2	LEPR
NM_001198687.2	LEPR
NM_001198688.1	LEPR
NM_005912.3	MC4R
XM_017010220.2	MRAP2
XM_017010221.3	MRAP2
NM_001346542.2	MRAP2
XM_047418132.1	MRAP2
NM_001346543.2	MRAP2
NM_138409.4	MRAP2
NM_001346541.2	MRAP2
NM_001346544.2	MRAP2
XM_047418133.1	MRAP2
XM_054354132.1	MRAP2
XM_054354133.1	MRAP2
XM_054354131.1	MRAP2
XM_054354134.1	MRAP2
NR_045259.2	NRP1
XM_047425977.1	NRP1
XM_006717525.3	NRP1
XM_006717524.3	NRP1
XM_017016865.3	NRP1
NM_001244973.2	NRP1
XM_047425976.1	NRP1
NM_001244972.2	NRP1
NM_001330068.2	NRP1
NM_003873.7	NRP1
XM_006717522.3	NRP1
XM_006717521.3	NRP1
XM_047425978.1	NRP1
XM_011519756.3	NRP1
XM_011519755.4	NRP1
XM_006717526.3	NRP1
NM_001024629.3	NRP1
NM_001024628.3	NRP1
XM_054367078.1	NRP1
XM_054367073.1	NRP1
XM_054367076.1	NRP1
XM_054367081.1	NRP1
XM_054367077.1	NRP1
XM_054367072.1	NRP1
XM_054367089.1	NRP1
XM_054367083.1	NRP1
XM_054367074.1	NRP1
XM_054367087.1	NRP1
XM_054367082.1	NRP1
XM_054367075.1	NRP1
XM_054367071.1	NRP1
XM_054367088.1	NRP1
XM_054367086.1	NRP1
XM_054367080.1	NRP1
XM_054367079.1	NRP1
XM_054367070.1	NRP1
XM_054367090.1	NRP1
XM_054367085.1	NRP1
XM_054367084.1	NRP1
XM_054367092.1	NRP1
XM_054367091.1	NRP1
XM_054367093.1	NRP1
XR_007083522.1	NRP2
XR_923057.4	NRP2
NM_201266.2	NRP2
NM_003872.3	NRP2
NM_201279.2	NRP2
XM_047446170.1	NRP2
XM_047446172.1	NRP2
XM_047446171.1	NRP2
XM_047446173.1	NRP2
XM_017005188.3	NRP2
NM_018534.4	NRP2
NM_201267.2	NRP2
XM_047446174.1	NRP2
XM_047446175.1	NRP2
XM_047446176.1	NRP2
NM_201264.2	NRP2
XR_008486580.1	NRP2
XR_008486581.1	NRP2
XM_054344366.1	NRP2
XM_054344363.1	NRP2
XM_054344367.1	NRP2
XM_054344368.1	NRP2
XM_054344364.1	NRP2
XM_054344365.1	NRP2
XM_054344369.1	NRP2
XM_054344370.1	NRP2
XM_017014751.3	NTRK2
XM_017014753.3	NTRK2
XM_047423432.1	NTRK2
XM_017014752.2	NTRK2
XM_005252001.4	NTRK2
XM_011518718.4	NTRK2
XM_005252003.4	NTRK2
XM_047423433.1	NTRK2
NM_001369532.1	NTRK2
XM_005252004.3	NTRK2
NM_001369533.1	NTRK2
XM_017014755.1	NTRK2
NM_001018066.3	NTRK2
NM_001369537.1	NTRK2
XM_017014760.3	NTRK2
NM_001369544.1	NTRK2
NM_001291937.2	NTRK2
NM_001369542.1	NTRK2
NM_001007097.3	NTRK2
NM_001369543.1	NTRK2
NM_001369545.1	NTRK2
NM_001369539.1	NTRK2
NM_001369541.1	NTRK2
NM_001369540.1	NTRK2
NM_001369547.1	NTRK2
NM_001369546.1	NTRK2
NM_001018065.2	NTRK2
NM_006180.6	NTRK2
NM_001369534.1	NTRK2
NM_001018064.3	NTRK2
NM_001369548.1	NTRK2
NM_001369538.1	NTRK2
NM_001369549.1	NTRK2
NM_001369536.1	NTRK2
NM_001369535.1	NTRK2
NM_001369550.1	NTRK2
NM_001369551.1	NTRK2
NM_001369552.1	NTRK2
XM_054363020.1	NTRK2
XM_054363024.1	NTRK2
XM_054363018.1	NTRK2
XM_054363026.1	NTRK2
XM_054363019.1	NTRK2
XM_054363025.1	NTRK2
XM_054363021.1	NTRK2
XM_054363022.1	NTRK2
XM_054363023.1	NTRK2
XM_054363027.1	NTRK2
XM_054363028.1	NTRK2
NM_000439.5	PCSK1
NM_001177875.2	PCSK1
NR_190763.1	PDE3B
NR_190764.1	PDE3B
NR_190766.1	PDE3B
NR_190765.1	PDE3B
NM_001429700.1	PDE3B
NM_001429699.1	PDE3B
NM_001363570.2	PDE3B
NM_000922.4	PDE3B
NM_001363569.2	PDE3B
XM_006718249.4	PDE3B
XM_047427115.1	PDE3B
XM_054369107.1	PDE3B
XM_054369108.1	PDE3B
XM_005248729.6	PHIP
NM_017934.7	PHIP
XM_011535918.4	PHIP
XM_011535919.2	PHIP
XM_054355760.1	PHIP
XM_054355761.1	PHIP
XM_054355762.1	PHIP
NM_000939.4	POMC
NM_001319205.2	POMC
NM_001035256.3	POMC
NM_001319204.2	POMC
NM_001354666.3	PPARG
NM_138712.5	PPARG
NM_005037.7	PPARG
NM_001374261.3	PPARG
NM_001354669.2	PPARG
NM_001354667.3	PPARG
NM_001374262.3	PPARG
NM_138711.6	PPARG
NM_001330615.4	PPARG
NM_001374266.1	PPARG
NM_001354670.2	PPARG
NM_001374263.2	PPARG
NM_001374264.2	PPARG
NM_015869.5	PPARG
NM_001374265.1	PPARG
NM_001354668.2	PPARG
XM_017006982.2	ROBO1
XM_047448664.1	ROBO1
XM_047448661.1	ROBO1
XM_017006984.1	ROBO1
NM_002941.4	ROBO1
XM_011533980.1	ROBO1
XM_011533978.1	ROBO1
XM_011533979.1	ROBO1
XM_011533976.1	ROBO1
XM_011533977.3	ROBO1
XM_047448665.1	ROBO1
XM_047448663.1	ROBO1
XM_017006983.3	ROBO1
NM_001145845.2	ROBO1
NM_133631.4	ROBO1
XM_006713277.4	ROBO1
XM_017006985.2	ROBO1
XM_047448662.1	ROBO1
XM_054347447.1	ROBO1
XM_054347455.1	ROBO1
XM_054347446.1	ROBO1
XM_054347453.1	ROBO1
XM_054347454.1	ROBO1
XM_054347445.1	ROBO1
XM_054347452.1	ROBO1
XM_054347443.1	ROBO1
XM_054347444.1	ROBO1
XM_054347456.1	ROBO1
XM_054347451.1	ROBO1
XM_054347450.1	ROBO1
XM_054347448.1	ROBO1
XM_054347449.1	ROBO1
NM_001308293.2	SH2B1
NM_001387404.1	SH2B1
NM_015503.3	SH2B1
NM_001387430.1	SH2B1
NM_001145812.2	SH2B1
NM_001145797.2	SH2B1
NM_001145796.2	SH2B1
NM_001145795.2	SH2B1
NM_001308294.2	SH2B1
NM_005068.3	SIM1
NM_001374769.1	SIM1
NM_001309443.2	SPARC
NM_001309444.2	SPARC
NM_003118.4	SPARC
NM_152834.4	TMEM18
NM_001352680.2	TMEM18
NM_001352681.1	TMEM18
XM_017010594.2	UBR2
XM_011514438.3	UBR2
NM_015255.3	UBR2
NM_001363705.2	UBR2
XM_047418493.1	UBR2
XM_017010597.2	UBR2
XM_047418494.1	UBR2
XM_047418495.1	UBR2
NM_001184801.2	UBR2
XM_011514440.2	UBR2
XM_011514441.3	UBR2
XM_005248966.4	UBR2
XM_054354858.1	UBR2
XM_054354860.1	UBR2
XM_054354861.1	UBR2
XM_054354864.1	UBR2
XM_054354859.1	UBR2
XM_054354866.1	UBR2
XM_054354862.1	UBR2
XM_054354863.1	UBR2
XM_054354865.1	UBR2
NM_001184763.1	UHMK1
NM_144624.2	UHMK1
NM_175866.5	UHMK1
